
QUEST_LV_0100_20150317_000001	哨兵
QUEST_LV_0100_20150317_005113	Removed the barrier that was blocking the way to the 1層 and defeated Cyclops. Avoid Cyclops and look for Vaidutis who ran away to the 1層.
QUEST_LV_0100_20150317_005114	Defeat the Cyclops
QUEST_LV_0100_20150317_005115	Talk to Follower Algis
QUEST_LV_0100_20150317_005116	Algis was waiting for you in 2層. Talk to him and ask what to do. 
QUEST_LV_0100_20150317_005117	Go to the Bell Tower
QUEST_LV_0100_20150317_005118	Saw Gesti scolding her subordinates
QUEST_LV_0100_20150317_005119	Amost got caught by Gesti but you earned some good information. Gesti hasn't found the revelation yet. Ask algis for the next plan.
QUEST_LV_0100_20150317_005120	Gesti disappeared to the Central hall. Talk to Algis.
QUEST_LV_0100_20150317_005121	Algis says that in order to enter the hidden sanctuary， you need the hidden seal of space in Central altar but Gesti is roaming around the area and it is dangerous. Seize the Bell Tower and stay at a better location to look for another chance. 
QUEST_LV_0100_20150317_005122	Seized the Bell Tower. Talk to Algis. 
QUEST_LV_0100_20150317_005123	Seized the Bell Tower. Ask Algis what to do next. 
QUEST_LV_0100_20150317_005124	Gesti destroyed the barrier in Central Hall!
QUEST_LV_0100_20150317_005125	Gesti destroyed the Central altar of Sventove and stole the seal of space. You can't get the revelation this way and you'll be killed if you meet Gesti. Talk to Algis on how to solve the situation. 
QUEST_LV_0100_20150317_005126	Make a trap in the Central hall
QUEST_LV_0100_20150317_005127	Algis suggested using the pieces of destroyed altar to emasculate Gesti. Collect the pieces of altar and place it on the eight pillars of Central hall.
QUEST_LV_0100_20150317_005128	Placed the altar pieces on the eight pillars. Go back to Algis.
QUEST_LV_0100_20150317_005129	Algis is waiting for the revelator in 信仰聖堂 2層. 
QUEST_LV_0100_20150317_005130	Algis says he can't handle watching the place alone and asked you to use the power of altar to stamp demons with its power and get rid of them.
QUEST_LV_0100_20150317_005131	Got rid of the demons and activated the altar. Go back to Algis.
QUEST_LV_0100_20150317_005132	Charge the low level spirit crystal
QUEST_LV_0100_20150317_005133	Algis says you need to get rid of the demons following us. Use Auka altar to get rid of the demons and prevent them from chasing you. 
QUEST_LV_0100_20150317_005134	Activated the altar and shifted the demons' interest to the altar. Go back to Algis.
QUEST_LV_0100_20150317_005135	Defeat Egnome
QUEST_LV_0100_20150317_005136	Algis asked you to get rid of the Egnome going around the chape.
QUEST_LV_0100_20150317_005137	Killed enough Egnome. Go back to Algis. 
QUEST_LV_0100_20150317_005138	Placed the pieces of barriers on the eight pillars of Sventove Central hall. Gesti doesn't know it yet. Proceed to the next plan with Algis. 
QUEST_LV_0100_20150317_005139	Fight with Gesti
QUEST_LV_0100_20150317_005140	Weakened Gesti with the power of central altar and eight pillars. Now you can fight on with Gesti. Emasculate Gesti while Algis prepares the spiritual crystal.
QUEST_LV_0100_20150317_005141	Failed to defeat Gesti but she ran away with serious injury. Talk to Algis. 
QUEST_LV_0100_20150317_005142	Gesti ran away but there are still more things left to do in the church. Talk to Algis again.
QUEST_LV_0100_20150317_005143	Find the revelation in hidden sanctuary
QUEST_LV_0100_20150317_005144	use the seal of space on the pillar to enter the sanctuary and get the revelation.
QUEST_LV_0100_20150317_005145	Tell the 聖騎士 導師 about the story so far
QUEST_LV_0100_20150317_005146	제스티는 또 놓쳐 버렸지만 계시는 무사히 찾았습니다. 팔라딘 마스터가 있는 옥빛서린 벼랑으로 가세요.
QUEST_LV_0100_20150317_005147	Talk to guard Allen
QUEST_LV_0100_20150317_005148	옥빛서린 벼랑의 파수꾼 알렌이 누군가의 도움을 기다리고 있습니다
QUEST_LV_0100_20150317_005149	Collected the pieces of destroyed barrier
QUEST_LV_0100_20150317_005150	Allen asked you to collect the pieces of barrier the demons destroyed in Mazas Shelter and bring it to Kayetonas.
QUEST_LV_0100_20150317_005151	Talk to Followe Kayetonas
QUEST_LV_0100_20150317_005152	Collected enough pieces of barrier. Go and give the pieces to Kayetonas.
QUEST_LV_0100_20150317_005153	Charge the barrier of wooden guard post
QUEST_LV_0100_20150317_005154	Help Allen get rid of the demons around the Wooden Guard Post and charge its soul on the barrier. 
QUEST_LV_0100_20150317_005155	Guard post has been charged enough. Tell Kayetanos about it. 
QUEST_LV_0100_20150317_005156	Talk to guard Kenneth
QUEST_LV_0100_20150317_005157	옥빛서린 벼랑의 파수꾼 케네스가 누군가의 도움을 기다리고 있습니다.
QUEST_LV_0100_20150317_005158	Remove the demon summon circle
QUEST_LV_0100_20150317_005159	Gaurd Kenneth is worried about the demons summoned in 香花薄荷 hills. Get rid of the demons around 香花薄荷 hills and remove the summon circle.
QUEST_LV_0100_20150317_005160	Talk to Kayetonas
QUEST_LV_0100_20150317_005161	Removed the demon summon circle Kenneth asked you. Tell Kayetonas in Flower Peak that there was a demon summon circle. 
QUEST_LV_0100_20150317_005162	Defeat the separated soul of demon
QUEST_LV_0100_20150317_005163	Kenneth told you to exhaust demon's HP to less than half and use the holiness of barrier to separate the soul and get rid of it. 
QUEST_LV_0100_20150317_005164	Got rid of enough separated souls in Pumpura hill. Report to Kayetonas.
QUEST_LV_0100_20150317_005165	Defeat the demon monsters around Kenneth
QUEST_LV_0100_20150317_005166	Kenneth asked you to kill the monsters nearby while he takes a rest.
QUEST_LV_0100_20150317_005167	Killed the monsters while Kenneth took rest. Tell Kayetonas about it. 
QUEST_LV_0100_20150317_005168	옥빛서린 벼랑의 추종자 카예토나스가 함께 싸워줄 사람을 찾고 있습니다.
QUEST_LV_0100_20150317_005169	Minatours appeared from the sky like Kayetonas said. Defeat the Minotaurs so that it won't get to the 聖騎士 導師. 
QUEST_LV_0100_20150317_005170	Defeated Minotaurs with Kayetonas. Talk to Kayetonas.
QUEST_LV_0100_20150317_005171	옥빛서린 벼랑의 팔라딘 마스터가 우즈바이가 고지대에서 당신을 기다리고 있습니다.
QUEST_LV_0100_20150317_005172	Listen to Algis' explanations
QUEST_LV_0100_20150317_005173	The 聖騎士 導師 told you to listen to Algis about 信仰 church， first paladin， and the seal of space. Listen to Algis before he leaves. 
QUEST_LV_0100_20150317_005174	Listened to Algis' explanations. Report to the 聖騎士 導師 and follow the next orders. 
QUEST_LV_0100_20150317_005175	The 聖騎士 導師 is looking for you
QUEST_LV_0100_20150317_005176	Activate the barrier of Piliaroze Peak
QUEST_LV_0100_20150317_005177	Gesti appeared. Help the 聖騎士 導師!
QUEST_LV_0100_20150317_005178	The scripture and was only able to inflict a wound that was hit in the demon. Please be talking again with the 聖騎士 導師.
QUEST_LV_0100_20150317_005179	옥빛서린 벼랑에서 팔라딘 마스터가 당신의 도움을 기다리고 있습니다.
QUEST_LV_0100_20150317_005180	The 聖騎士 導師 asked you to clear the area while he focuses on the crystals. Kill the Throneweavers coming to attack you. 
QUEST_LV_0100_20150317_005181	Defeat the Throne 蜘蛛
QUEST_LV_0100_20150317_005182	Defeat the contaminated mausoleum guardians
QUEST_LV_0100_20150317_005183	Guardian statue says you can't change back the contaminated guardians. Get rid of it instead. 
QUEST_LV_0100_20150317_005184	Get rid of the mausoleum guardians 
QUEST_LV_0100_20150317_005185	Read the mausoleum gravestone
QUEST_LV_0100_20150317_005186	There is a guardian statue fuming strange forces. Read the statue.
QUEST_LV_0100_20150317_005187	Defeat the contaminated masoleum guardians
QUEST_LV_0100_20150317_005188	The statue contaminated with evil force is summoning guardians. Get rid of the contaminated guardians.
QUEST_LV_0100_20150317_005189	Find the hidden treasure
QUEST_LV_0100_20150317_005190	There is a hidden treasure. Find it and get the treasure. 
QUEST_LV_0100_20150317_005191	It was a trap. Get rid of the contaminated guardian.
QUEST_LV_0100_20150317_005192	It was a warning on the contaminated guardian. Kill them.
QUEST_LV_0100_20150317_005193	Defeat Rusrat
QUEST_LV_0100_20150317_005194	There is a guardian statue fuming strange forces. Read the statue.
QUEST_LV_0100_20150317_005195	The contaminated guardians wish to be destroyed rather than staying contaminated. Defeat those guardians.
QUEST_LV_0100_20150317_005196	Talk to Rolandas Jonas
QUEST_LV_0100_20150317_005197	모르쿠스 요나스가 알려준 대로 석주대에 도착하니 롤란다스가 기다리고 있었습니다. 자카리엘 대왕의 유산을 찾기 위해 롤란다스와 대화해 봅시다.
QUEST_LV_0100_20150317_005198	Find the map in Vienisa Plateau
QUEST_LV_0100_20150317_005199	Rolandas says the map for King 澤凱瑞爾's Legacy is hidden where nobody knows. You have to check around because you don't know where it is exactly. First， check the southern area of Vienisa Plateau.
QUEST_LV_0100_20150317_005200	Talk to Rolandas
QUEST_LV_0100_20150317_005201	You can't possibly find it at once. It was fruitless. Go back to Rolandas and ask for the next area. 
QUEST_LV_0100_20150317_005202	Check the area Rolandas Jonas told you
QUEST_LV_0100_20150317_005203	Check the area Rolandas told you
QUEST_LV_0100_20150317_005204	Search for the map in 拉達s Fork Road
QUEST_LV_0100_20150317_005205	Rolandas says the map for King 澤凱瑞爾's Legacy is hidden where nobody knows. You have to check around because you don't know where it is exactly. {nl}Search for the map in 拉達s Fork Road.
QUEST_LV_0100_20150317_005206	Find the map in Rodoma Ruins 1
QUEST_LV_0100_20150317_005207	Rolandas says the map for King 澤凱瑞爾's Legacy is hidden where nobody knows. You have to check around because you don't know where it is exactly. Could it be found in Rodoma Ruins 1? 
QUEST_LV_0100_20150317_005208	Search the area Rolandas told you
QUEST_LV_0100_20150317_005209	Search for the map nearby grave manager's cabin
QUEST_LV_0100_20150317_005210	Rolandas says the map for King 澤凱瑞爾's Legacy is hidden where nobody knows. You have to check around because you don't know where it is exactly. Check around the cabin of grave manager.
QUEST_LV_0100_20150317_005211	Find the map near the old cabin of grave manager.
QUEST_LV_0100_20150317_005212	Look for the map around cabin of grave manager.
QUEST_LV_0100_20150317_005213	Archaeologis Dezek is showing symptons of addiction to Scorpio's attacks. Talk to his assistant Irene.
QUEST_LV_0100_20150317_005214	Find an 解毒劑 for the archaeologist
QUEST_LV_0100_20150317_005215	고고학자 데지크의 상태가 점점 나빠지고 있습니다. 케이블 카의 관리인들이라면 해독제를 가지고 있을 지도 모릅니다. 석주대에 있는 다른 사람들에게 해독제가 있는지 물어 봅시다.
QUEST_LV_0100_20150317_005216	Found the 解毒劑. Give it to Irene quickly.
QUEST_LV_0100_20150317_005217	돌다리망터의 모든 봉인 장치 해제
QUEST_LV_0100_20150317_005218	긴다리 계곡에서 얻은 열쇠를 가지고 석주대에서 얻은 지도를 참고하여 돌다리 망터의 모든 봉인 장치를 해제하세요.
QUEST_LV_0100_20150317_005219	굽어보는 교차로의 왕릉입구로 들어가기
QUEST_LV_0100_20150317_005220	모든 봉인을 풀었습니다. 요나스의 일족들이 수 백년 동안 지켜 온 자카리엘 대왕의 유산을 찾기 위해 굽어보는 교차로에 있는 왕릉으로 들어갑시다.
QUEST_LV_0100_20150317_005221	Go to Mausoleum secret area
QUEST_LV_0100_20150317_005222	Go to the secret area of Mausoleum.
QUEST_LV_0100_20150317_005223	Check the box
QUEST_LV_0100_20150317_005224	You released the seal and moved to somewhere. Looks like this is where the king's legacy is hidden. Check the box for rewards.
QUEST_LV_0100_20150317_005225	Defeat monsters
QUEST_LV_0100_20150317_005226	Monsters are coming to attack you when you got the map. First， eliminate them.
QUEST_LV_0100_20150317_005227	The map is safe. Bring the map to Rolandas.
QUEST_LV_0100_20150317_005228	Get rid of the attacking monsters
QUEST_LV_0100_20150317_005229	Talk to Historian Rexipher
QUEST_LV_0100_20150317_005230	왕릉으로 가는 길목에서 사학자 렉시퍼가 당신을 기다리고 있었습니다. 무무고원에서 사학자 렉시퍼와 대화해 보세요.
QUEST_LV_0100_20150317_005231	Read the epitaph of Isvalyta Ruins
QUEST_LV_0100_20150317_005232	Rexipher is asking for your cooperation for the common objective of getting to the Mausoleum. Follow Rexipher's guide and read the epitaph of Isvalyta Ruins.
QUEST_LV_0100_20150317_005233	Got the clues to the King's dilemma. Talk to Rexipher. 
QUEST_LV_0100_20150317_005234	The epitaph mentions about the dilemma on proving the revelator. Talk to Rexipher about the location of next epitaph. 
QUEST_LV_0100_20150317_005235	Read the epitaph of Shirnas Plateau
QUEST_LV_0100_20150317_005236	Rexipher says the next epitaph is in Shirnas Plateau. Go there and check the next epitaph. 
QUEST_LV_0100_20150317_005237	비문을 지키던 수호자들을 간신히 해치우고 대왕의 두 번째 단서를 얻는 데에 성공했습니다. 어딘가에서 지켜 보고 있을 렉시퍼를 찾아 대화해 보세요.
QUEST_LV_0100_20150317_005238	You must solve all the dilemmas of King 澤凱瑞爾 in order to approach the Mausoleum. Talk to rexipher for clues to the next dilemma. 
QUEST_LV_0100_20150317_005239	Read the third epitaph along the way to Dykine Fork Road
QUEST_LV_0100_20150317_005240	The next epitaph is in Dykine Fork Road. Find the epitaph near the road. 
QUEST_LV_0100_20150317_005241	The power of guardian on the epitaph almost got Rexipher in trouble. Talk to him agian. 
QUEST_LV_0100_20150317_005242	네 번째 비문의 위치에 대해 사학자 렉시퍼와 대화해 보세요.
QUEST_LV_0100_20150317_005243	Read the epitaph on the left of Dykine Fork Road
QUEST_LV_0100_20150317_005244	자카리엘 대왕이 준비한 네 번째 단서입니다. 디키네 갈림길의 왼쪽에 있는 비문을 읽어 네 번째 단서를 얻으세요.
QUEST_LV_0100_20150317_005245	Got the fourth clue. Go back to Rexipher who showed up from somewhere and talk to him.
QUEST_LV_0100_20150317_005246	There is only one epitaph left for the clue. Talk to Rexipher for the location of the epitaph. 
QUEST_LV_0100_20150317_005247	Read the last epitaph in Apati Cliff
QUEST_LV_0100_20150317_005248	It is the last clue prepared by King 澤凱瑞爾. Read the epitaph in Apati Cliff and get the fifth clue. 
QUEST_LV_0100_20150317_005249	Got the fifth clue. Go back and talk to Rexipher.
QUEST_LV_0100_20150317_005250	Protect the Mausoleum Stone Lantern
QUEST_LV_0100_20150317_005251	The guardian statue says the flow of spell in the Mausoleum will be twisted if the stone lanterns are destroyed. Protect the stone lanterns from demons. 
QUEST_LV_0100_20150317_005252	Follow Rexipher to Mausoleum 3層
QUEST_LV_0100_20150317_005253	Rexipher destroyed the stone lantern and disappeared to the deeper area. Follow him to the 3層. 
QUEST_LV_0100_20150317_005254	Defeat the contaminated guardian
QUEST_LV_0100_20150317_005255	The twisted spell is causing the guardian to attack both enemies and allies. Defeat the contaminated guardians.
QUEST_LV_0100_20150317_005256	Get rid of the Echad that can't identify friend or enemy
QUEST_LV_0100_20150317_005257	Search the deeper part of the Mausoleum
QUEST_LV_0100_20150317_005258	Defeat the Shnayim that thinks you are a foe
QUEST_LV_0100_20150317_005259	Much of the Mausoleum are not functioning well because of the polluted spell. Kill the Shnayims that identify you as enemy.
QUEST_LV_0100_20150317_005260	Talk to Vincent
QUEST_LV_0100_20150317_005261	Vincent seems to have found out. Talk to Vincent again. 
QUEST_LV_0100_20150317_005262	Defeat the monster that followed Toby
QUEST_LV_0100_20150317_005263	Todou is being chased by Yonazolem! Defeat the Yonazolem.
QUEST_LV_0100_20150317_005264	Defeat Yonazolem that Todou brought along
QUEST_LV_0100_20150317_005265	Rexipher is thinking deeply， looking at the clues. Talk to him.
QUEST_LV_0100_20150317_005266	Get Hogma Teeth
QUEST_LV_0100_20150317_005267	Rexipher says the clues are covered with something and needs Hogma's teeth to use as an abrasive. Get him Hogma's teeth.
QUEST_LV_0100_20150317_005268	Got Hogma teeth. Talk to Rexipher. 
QUEST_LV_0100_20150317_005269	Get %s
QUEST_LV_0100_20150317_005270	Get Hogma Teeth
QUEST_LV_0100_20150317_005271	Find out Rexipher's Whereabouts
QUEST_LV_0100_20150317_005272	Rexipher disappeared with 澤凱瑞爾's clues. Go to Liason Official Veil and ask about Rexipher's whereabouts.
QUEST_LV_0100_20150317_005273	Veil says he doesn't know Rexipher. Ask other historians for Rexipher's whereabouts.
QUEST_LV_0100_20150317_005274	Historian Colin says he doesn't know Rexipher， either. Ask other historians for Rexipher's whereabouts.
QUEST_LV_0100_20150317_005275	Ask Cyrenia Odelle for Rexipher's Whereabouts
QUEST_LV_0100_20150317_005276	Rexipher took all of 澤凱瑞爾's clues; you must find him， no matter what. Ask about him again. 
QUEST_LV_0100_20150317_005277	Trace Rexipher's Whereabouts
QUEST_LV_0100_20150317_005278	You were not able to find Rexipher's whereabouts， but you found out that Rexipher is a demon's name. Continue investigating Rexipher. 
QUEST_LV_0100_20150317_005279	Go to the Chesed Altar where Rexipher once rested
QUEST_LV_0100_20150317_005280	A man looking like Rexipher is attacking historians at the Chesed and Gedula Altars to take control of the area. First， go the the Chesed Altar.
QUEST_LV_0100_20150317_005281	Defeat the Hogmas
QUEST_LV_0100_20150317_005282	렉시퍼보다 먼저 게둘라의 제단 봉인 해제
QUEST_LV_0100_20150317_005283	헤세드의 봉인이 파괴되었습니다! 남은 제단들이 위험합니다. 렉시퍼보다 먼저 게둘라의 제단으로 가서 제단의 봉인을 해제하세요.
QUEST_LV_0100_20150317_005284	Talk to Historian Cyrenia Odelle
QUEST_LV_0100_20150317_005285	Cyrenia Odelle came to the altar. Talk to her.
QUEST_LV_0100_20150317_005286	Talk to Historian Cyrenia Odelle
QUEST_LV_0100_20150317_005287	렉시퍼보다 먼저 체데크의 제단 봉인 해제
QUEST_LV_0100_20150317_005288	렉시퍼가 무슨 일을 저지르기 전에 먼저 선수를 치는 것이 좋겠습니다. 먼저 가까운 체데크의 제단으로 가서 제단의 봉인을 푸세요.
QUEST_LV_0100_20150317_005289	체데크의 봉인이 파괴되었습니다! 이 사실을 시레니아 오델에게 알려 주세요!
QUEST_LV_0100_20150317_005290	Talk to Cyrenia Odelle
QUEST_LV_0100_20150317_005291	남은 봉인의 위치를 묻기 위해 시레니아 오델과 대화해 보세요.
QUEST_LV_0100_20150317_005292	렉시퍼보다 먼저 스에비사의 봉인 해제
QUEST_LV_0100_20150317_005293	렉시퍼보다 먼저 스에비사의 제단으로 가서 제단의 봉인을 해제하여 렉시퍼의 계획을 저지하세요.{nl}
QUEST_LV_0100_20150317_005294	다행히 스비에사 제단의 봉인은 지킨 것 같습니다. 시레니아 오델에게 돌아가 보세요.
QUEST_LV_0100_20150317_005295	스비에사 제단 봉인 해제
QUEST_LV_0100_20150317_005296	체테크의 제단은 파괴되었지만 스에비사의 제단의 봉인을 푸는 데 성공했습니다. 시레니아 오델과 대화해 보세요.
QUEST_LV_0100_20150317_005297	Go to Cyrenia Odelle
QUEST_LV_0100_20150317_005298	The Cetek Altar was destroyed but you managed to release the seal of Sviesa Altar. Talk to Cyrenia Odelle.
QUEST_LV_0100_20150317_005299	Defeat Rexipher's Subordinates
QUEST_LV_0100_20150317_005300	Rexipher kidnapped Cyrenia Odelle! Better kill his subordinates and follow him.
QUEST_LV_0100_20150317_005301	높이굽은 길의 금석학자 레이몬드가 누군가의 도움을 기다리고 있습니다.
QUEST_LV_0100_20150317_005302	Create Crude Explorer Stick
QUEST_LV_0100_20150317_005303	Epigraphis Raymond wants to use Small Tree Branches to make a Crude Explorer Stick， useful for finding the Gravestone Pieces. 
QUEST_LV_0100_20150317_005304	Find the First Piece of Gravestone
QUEST_LV_0100_20150317_005305	Raymond asked you to gather Small Tree Branches and make a Crude Explorer Stick. 
QUEST_LV_0100_20150317_005306	Small Tree Branch
QUEST_LV_0100_20150317_005307	Find the First Piece of Gravestone
QUEST_LV_0100_20150317_005308	Made the Crude Explorer stick using the Small Tree Branches. Use it to find the First Piece of Gravestone.
QUEST_LV_0100_20150317_005309	Found the First Piece of Gravestone. Go back to Raymond. 
QUEST_LV_0100_20150317_005310	Find the Second Piece of Gravestone under Sekrus Bridge
QUEST_LV_0100_20150317_005311	Raymond told you where the Second Piece of Gravestone might be. First， make sure this unique slate is actually the Second Piece of Gravestone.
QUEST_LV_0100_20150317_005312	The unique slate wasn't the real thing， but you defeated Echat and got the Second Piece of Gravestone. Go back to Raymond. 
QUEST_LV_0100_20150317_005313	Defeat Echat
QUEST_LV_0100_20150317_005314	Collect the Dusty Ruins
QUEST_LV_0100_20150317_005315	Raymond asked you to collect pieces of the Dusty Ruins from Gaisra Battlefield. He told you to kill the Treeambuloes and get the Dusty Ruins back if they happen to steal any from you. 
QUEST_LV_0100_20150317_005316	Gathered enough Dusty Ruins. Give them to Raymond. 
QUEST_LV_0100_20150317_005317	Burn Treeambuloes and get Carbonized Pieces
QUEST_LV_0100_20150317_005318	Raymond told you to light the firewood in Gaisra Battlefield and kill the Treeambuloes， then burn them to get carbonized pieces. 
QUEST_LV_0100_20150317_005319	Collected enough Carbonized Pieces. Take them to Ryamond. 
QUEST_LV_0100_20150317_005320	Collect Carbonized Pieces of Ruin
QUEST_LV_0100_20150317_005321	Go and talk to the Cleric 導師 in 克萊佩達
QUEST_LV_0100_20150317_005322	Learn about the Attributes
QUEST_LV_0100_20150317_005323	Learn attributes and talk to the Cleric 導師
QUEST_LV_0100_20150317_005324	Read the Mausoleum cornerstone
QUEST_LV_0100_20150317_005325	There is a cornerstone in the Mausoleum. Read it.
QUEST_LV_0100_20150317_005326	Wake the sleeping Boowook
QUEST_LV_0100_20150317_005327	Cornerstone says wake the sleeping guardians to and block the demons when they intrude. Wake the sleeping Boowook and block the demons. 
QUEST_LV_0100_20150317_005328	Find another epitaph
QUEST_LV_0100_20150317_005329	Talk to Guard Rikke
QUEST_LV_0100_20150317_005330	내린나무 화원의 파수꾼 리케가 누군가의 도움을 기다리고 있습니다.
QUEST_LV_0100_20150317_005331	Remove the beehive
QUEST_LV_0100_20150317_005332	Rikke is worried about the Bitereginas from 卡丁森林. Remove the beehives for Rikke. 
QUEST_LV_0100_20150317_005333	You barely defeated the angry Biteregina that appeared when you removed the beehive. Tell Rikke that there will no longer be threats to worry about.
QUEST_LV_0100_20150317_005334	Talk to guard Era
QUEST_LV_0100_20150317_005335	내린나무 화원의 파수꾼 에라가 누군가의 도움을 기다리고 있습니다.
QUEST_LV_0100_20150317_005336	Get rid of Seedmia
QUEST_LV_0100_20150317_005337	The Seedmias are causing trouble for Guard Era. Get rid of the Seedmias and go back to Era. 
QUEST_LV_0100_20150317_005338	Got rid of seedmias as Era requested. Let Era know about it. 
QUEST_LV_0100_20150317_005339	Get fats of Malidu
QUEST_LV_0100_20150317_005340	Era says you need to wake up the sleeping Nepenthers before extracting from it. Kill the Maladus and get its fats to burn Nepenthers.
QUEST_LV_0100_20150317_005341	Gathered enough fats as Era requested. Go back the guard .
QUEST_LV_0100_20150317_005342	Get %s from Maladu
QUEST_LV_0100_20150317_005343	Collect Maladu's fats
QUEST_LV_0100_20150317_005344	Extract spiritual sap from Nepenthers
QUEST_LV_0100_20150317_005345	Era told you to wake up the sleeping Nepenthers in Piene Plain by setting it on fire and get its extracts.  
QUEST_LV_0100_20150317_005346	Collected all the spiritual extracts needed. Go back to Era. 
QUEST_LV_0100_20150317_005347	Brainwash the Pantos
QUEST_LV_0100_20150317_005348	Rikke suggested to use the charm to brainwash Pantos like how the guards did long ago. 
QUEST_LV_0100_20150317_005349	Successfully brainwashed Pantos but it is attacking the caster. Complain about it to Rikke. 
QUEST_LV_0100_20150317_005350	Control the Pantos to defeat Large Panto 矛man
QUEST_LV_0100_20150317_005351	Rikke gave you a stronger charm as a sign of apology. Burn the Panto totem in Valyma Sanctuary and try again. Out pantos must also defeat the Large Panto 矛man.
QUEST_LV_0100_20150317_005352	The Pantos are following orders when you burned the Panto Totem. Pantos defeated the Large Panto 矛man and the old charm seems useful. Tell Rikke about it. 
QUEST_LV_0100_20150317_005353	Talk to Follower Alfonsas
QUEST_LV_0100_20150317_005354	
QUEST_LV_0100_20150317_005355	Alfonsas can't handle all the demons himself and asked for your help. Kill the demons along the way to the Church Courtyard.
QUEST_LV_0100_20150317_005356	Killed enough demons as Alfonso asked. Go back to him. 
QUEST_LV_0100_20150317_005357	Turn the demon summon circle
QUEST_LV_0100_20150317_005358	Alsonsas says playing a trick with the demon's summon circle has great effects. Spoil the demon's summon circle. 
QUEST_LV_0100_20150317_005359	A little vandalism on the summon circle absorbed back the summoned demons. It was small but a good try. Go back and let Alfonsas know about it. 
QUEST_LV_0100_20150317_005360	Go to Alfonsas
QUEST_LV_0100_20150317_005361	
QUEST_LV_0100_20150317_005362	Chase Gesti
QUEST_LV_0100_20150317_005363	Arrived at the church courtyard and saw Gesti entering the church. Defeat the Chapparition and follow Gesti.
QUEST_LV_0100_20150317_005364	Defeated Chapparition but Gesti already blocked the entrance. Ask Algis for the next plan. 
QUEST_LV_0100_20150317_005365	Trace Rexipher
QUEST_LV_0100_20150317_005366	
QUEST_LV_0100_20150317_005367	Destroy the mausoleum protection device in Sesija Road
QUEST_LV_0100_20150317_005368	Rexipher want you to obey him in return for keeping Cyrenia Odelle alive. Take the offer first and destroy the protective device in Sesija Road.
QUEST_LV_0100_20150317_005369	Talk to Rexipher
QUEST_LV_0100_20150317_005370	Destroyed the device in mausoleum as Rexipher wanted. Talk to him again.
QUEST_LV_0100_20150317_005371	Mausoleum has had multiple devices to be protected from the demons. Humans can just pass by but guardians can be summoned if necessary. If there are reasons to summon， then activate the summoning device.
QUEST_LV_0100_20150317_005372	Get rid of the Mausoleum guardians in Sesija Road
QUEST_LV_0100_20150317_005373	Bearkaras appeared when you activated the device. Defeat it.
QUEST_LV_0100_20150317_005374	When you defeat the guardians of Sesija Road， Rexipher disappeared through the road. You have to pass the road and follow Rexipher to save Cyrenia Odelle. He must be somewhere not too far. 
QUEST_LV_0100_20150317_005375	Kill the Cactusvel summoned by Repxipher 
QUEST_LV_0100_20150317_005376	Rexipher says he will spare Cyrenia Odell's life but.. Rexipher's summon suddenly attacked!
QUEST_LV_0100_20150317_005377	Check the safety of Cyrenia Odelle
QUEST_LV_0100_20150317_005378	Barely defeated Cactusvel. Check if Cyrenia Odelle is safe.
QUEST_LV_0100_20150317_005379	Defeat Rexipher's summon
QUEST_LV_0100_20150317_005380	Tell Cyrenia Odelle about what happened.
QUEST_LV_0100_20150317_005381	Follow Rexipher and enter Mausoleum
QUEST_LV_0100_20150317_005382	Cyrenia Odelle says Rexipher's objective is the the thing hidden in the Mausoleum by King 澤凱瑞爾 for the Goddess. Follow Rexipher and enter the Mausoleum.
QUEST_LV_0100_20150317_005383	Defeat Rexipher's subordinates
QUEST_LV_0100_20150317_005384	Talk to Epigraphist Smid
QUEST_LV_0100_20150317_005385	
QUEST_LV_0100_20150317_005386	Restore Ruklys Memorial Stone
QUEST_LV_0100_20150317_005387	Restron Ruklys memorial stone and get Ruklys legacy
QUEST_LV_0100_20150317_005388	Help epigraphis Smid
QUEST_LV_0100_20150317_005389	Magburk attacked and killed Smid as he was trying to get the rubbings of Ruklys memorial stone. Kill the Marbuk for Smid's revenge.
QUEST_LV_0100_20150317_005390	Defeat Magburk
QUEST_LV_0100_20150317_005391	Open the Gate
QUEST_LV_0100_20150317_005392	Defeated Mummyghast. Open the church gate. 
QUEST_LV_0100_20150317_005393	Opened the church gate. Talk to Follower Donatas. 
QUEST_LV_0100_20150317_005394	Check the last gravestone
QUEST_LV_0100_20150317_005395	Find the last gravestone of Lydia Schaffen in the Goddess' old courtyard and be enlightened. 
QUEST_LV_0100_20150317_005396	Talk to 獵人 Tallus
QUEST_LV_0100_20150317_005397	獵人 Tallus in the Old Courtyard of Goddess is looking for someone's help.
QUEST_LV_0100_20150317_005398	Make a well-heated arrowhead
QUEST_LV_0100_20150317_005399	Tallus asked you to make a heated arrowhead. Approach the Infro Burk in Shiluma Altar and heat the arrow that Tallus gave you. 
QUEST_LV_0100_20150317_005400	Made the heated arrowhead. Give it to Tallus.
QUEST_LV_0100_20150317_005401	Talk to 死靈法師 Drasius
QUEST_LV_0100_20150317_005402	Drasius in the Old Courtyard of Goddess is looking for someone to help his experiment.
QUEST_LV_0100_20150317_005403	Bring the sacrifice to offering pot in Dumbal pond. 
QUEST_LV_0100_20150317_005404	Draius asked you to bring the sacrifies fo the offering pot in Dumbal pond for necromancing experiment.
