ITEM_20150317_000001	空_頭盔 
ITEM_20150717_005546	일설에 의하면 장식의 뱀은 가끔 눈을 깜박인다고 합니다. 물론 본 사람이 없는 속설일 가능성이 높긴 합니다.
ITEM_20150717_005547	복잡한 의식을 거쳐 변화된 마력을 지팡이에 응축한 무기라고 합니다.
ITEM_20150717_005548	이 지팡이에는 이빨이 있다고 합니다. 그것이 상징적 의미가 아니라는 사실을 적들에게 알려주십시오.
ITEM_20150717_005549	연륜있는 마법사들이 즐겨 사용하는 장비입니다.
ITEM_20150717_005550	실제로는 천문이나 천문학과 관련이 없습니다. 그렇다고 무시될 장비는 아닙니다.
ITEM_20150717_005551	생명과 마력 그리고 한 없는 지혜를 상징하는 모양으로 제작된 지팡이입니다.
ITEM_20150717_005552	항상 당신 곁을 지키는 보조자로 이만한 장비도 드뭅니다.
ITEM_20150717_005553	이 지팡이를 보면 대단한 변화와 의식에도 간략화가 존재한다고 알 수 있습니다. 그렇다고 해서 위력까지 심하게 감소되지는 않았습니다.
ITEM_20150717_005554	- All Cryomancer Skill Levels increased by +1
ITEM_20150717_005555	- 地震等級增加 +3
ITEM_20150717_005556	이 장비의 돌발적인 효과는 사용자의 능력과는 무관하게 발동된다고 볼 수 있습니다.
ITEM_20150717_005557	당신이 이것을 사용한 사람 중에 가장 역사적으로 유명한 사람이 되기를 기원합니다.
ITEM_20150717_005558	- Basic Attacks have 1% chance to decrease Magic 防禦 and increase Physical 防禦 for 30 seconds
ITEM_20150717_005559	- Basic Attacks have 2% chance to ignite the target for 10 seconds
ITEM_20150717_005560	죽음은 물불을 가리지 않고 찾아옵니다. 이제 그것을 적에게 적용해야 할 때입니다.
ITEM_20150717_005561	방황하는 영혼에게서 항상 힘을 끌어낼 수는 없습니다. 하지만 성공하면 이처럼 사용자의 내면 능력을 향상시키는 아이템이 제조됩니다.
ITEM_20150717_005562	리커브 보우로써 최선의 곡률을 찾아내 반영하였다는 것이 제조자의 자랑입니다. 
ITEM_20150717_005563	별의 탑의 궁수들은 이 활을 별로 좋아하지 않습니다. 그렇지만 요즘같이 험한 시대에는 다른 사람들에게는 필요할 것입니다.
ITEM_20150717_005564	스나이퍼 보우라고 꼭 단발로 쏘아야 하는 것은 아닙니다.
ITEM_20150717_005565	벽감에 걸려 있을 때는 비밀과 공포를, 사수에 손에 쥐어지면 위협과 살기를 뿜어냅니다.
ITEM_20150717_005566	역사상 처음으로 활끝에 힘을 높일 장치를 단 것은 리디아 샤펜의 시대가 맞습니다. 그러나 그 창안자는 리디아 샤펜이 아닌 동료였던 초대 플레처 마스터였습니다.
ITEM_20150717_005567	다루는 사람에게 생각보다 큰 힘을 요구합니다만, 쏘아진 화살을 보면 만족스럽게 느낄 것입니다.
ITEM_20150717_005568	이름과 달리 궁사라면 누구에게나 환영받는 활입니다. 로그들만 좋아하지는 않습니다.
ITEM_20150717_005569	위력을 크게 줄이지 않으면서 양손활이 주는 부담을 경감시킨 활입니다.
ITEM_20150717_005570	- All Hunter Skill Levels increased by +2
ITEM_20150717_005571	- Basic Attacks have 2% chance to poison the target for 20 seconds
ITEM_20150717_005572	다른 활이 없다면 행운을 기대하고 구입할만 합니다.
ITEM_20150717_005573	무기상들은 리디아 샤펜이라도 이 활을 살 것이라고 말하곤 합니다. 뭐 그녀가 무기를 탓하는 궁수는 아니었으니 전혀 틀린 말은 아닐 것입니다.
ITEM_20150717_005574	- 100% Critical chance to Beast types{nl} - 25% decreased damage to non-Beast types
ITEM_20150717_005575	이 활의 시위가 당신 적들의 죽음을 자아내는 씨줄이 되고, 그 화살이 날줄이 될 것입니다.
ITEM_20150717_005576	망자의 실체없는 원혼과 산 생명에 대한 증오가 마력으로 변환되어 이 활에 위력을 더해줍니다.
ITEM_20150717_005577	Fixed Arrow
ITEM_20150717_005578	당신이 활보다 쇠뇌에 특화되어 있다면, 이 장비는 조금 더 전문가에게 어울리는 도움을 제공합니다.
ITEM_20150717_005579	예전에는 몸체의 대부분을 은으로 만들었다고 합니다. 페디미안은 예전에는 은공예품으로도 유명했으니까 말입니다. 
ITEM_20150717_005580	이 장비를 이렇게 개량한 사람이 에보니폰이란 설이 있습니다만, 전혀 근거없는 낭설입니다.
ITEM_20150717_005581	작은 탄자나 사출물로도 큰 피해를 입히도록 설계된 무기입니다.
ITEM_20150717_005582	보기보다는 다루기에 편하고 힘이 덜 듭니다. 
ITEM_20150717_005583	위급한 상황에서는 어쩔 수 없지만, 그래도 근접전에서 이 장비로 타격하는 것은 최후의 수단에 가깝습니다. 
ITEM_20150717_005584	이 장비의 정밀한 구조를 망치지 않기 위해 사용자의 주의가 요구됩니다. 제조과정이 여느 무기보다 복잡하지만, 그만한 값어치가 있습니다.
ITEM_20150717_005585	페디미안 터렛의 변형 장비가 제조된 것은 무척 근래의 일이라고 합니다.
ITEM_20150717_005586	- All Quarrelshooter Skill Levels increased by +2
ITEM_20150717_005587	- Backstep Skill Level increased by +3
ITEM_20150717_005588	사격시마다 이번에는 큰 피해를 줄 수 있을지 기대하는 마음으로 쏘십시오. 
ITEM_20150717_005589	이 무기의 진정한 가치를 보여주는 사람이 되어 주십시오.
ITEM_20150717_005590	동일한 명칭이 들어간 다른 무기들과 달리 이 장비는 그 효과에 연관되어 붙여진 이름입니다. 죽음의 그물에 걸린 듯이 상대를 옭아매는 마력이 깃들어 있습니다.
ITEM_20150717_005591	야수들에게 이 세상 것이 아닌 고통을 안겨줄 수 있습니다.
ITEM_20150717_005592	무기가 아닌 다른 목적으로 사용된 흔적이 역력합니다. 하지만 때로는 평범한 장비라도 여신의 신성을 나타낼 수 있습니다.
ITEM_20150717_005593	왕국군과 교단에서는 공식적으로 지원하는 무기가 아님에도 많은 사제, 마법사 , 전사들이 개인적으로 전투에 활용합니다.
ITEM_20150717_005594	예전처럼 은으로 만들지는 않지만 도시 특유의 형태 감각은 충실히 반영된 모양을 지니고 있습니다.
ITEM_20150717_005595	룬의 훼손은 걱정하지 말고 힘껏 치고 휘두르기 바랍니다.
ITEM_20150717_005596	어떤 사람들은 더 많은 가시가 이 무기에 있어야 한다고 생각합니다. 그러나 건물에 피뢰침은 한 개면 대개 족하듯이 이 무기의 가시는 지금이 적절합니다. 
ITEM_20150717_005597	모든 단단한 대상에 시험해보십시오. 몬스터, 방패, 잠긴 문과 자물쇠 등 모두에게 말입니다.
ITEM_20150717_005598	왕국의 역사에서 큰 전쟁이 없었다고 하더라도 군사무기는 꾸준히 발달해왔습니다. 루클리스의 내전은 굳이 언급하지 않더라도 말입니다.
ITEM_20150717_005599	실제로는 대장장이나 다른 작업을 하는 사람들도 자주 구입하여 사용한다고 합니다.
ITEM_20150717_005600	페디미안이 아닌 곳에서 생산되었다고 이름을 다르게 부르지는 않습니다.
ITEM_20150717_005601	 - All Monk Skill Levels increased by +2
ITEM_20150717_005602	장인의 잠재력이 언제 발휘될지는 신경쓰지 말고 일단 휘두르는 것이 좋습니다.
ITEM_20150717_005603	비록 얼떨결에 이 무기를 구입한 사람도 막상 사용하면 크게 속았다는 생각은 들지 않을 것입니다.
ITEM_20150717_005604	 - Out of Body adds Spirit to Basic Attack as bonus damage 
ITEM_20150717_005605	부베들이 사용하는 무기라고 가볍게 보지 마십시오. 정신을 놓게 되는 일이 생기곤 합니다.
ITEM_20150717_005606	희귀성이 별로 없는 장비치고는 상당히 많은 마법과 노력으로 만들어진 장비입니다. 
ITEM_20150717_005607	It is powerful against Mutant type monsters but no ones why.
ITEM_20150717_005608	모양을 보고 우습게 여기지 마십시오. 한 면 한 면이 상대의 무기를 퉁겨내기 적합하며, 강한 내성을 지녔습니다.
ITEM_20150717_005609	이 방패의 특이한 형태를 활용한 전투방식이 역대 여러 마스터에 의해 다양하게 개발되어 왔습니다.
ITEM_20150717_005610	과거의 페디미안제의 방패들은 이보다 종류가 더 다양했다고 합니다. 신수의 날 이후 위험해진 세상 때문에 이제 다시 여러 종류의 방패가 제조되기 시작하고 있습니다.
ITEM_20150717_005611	일부의 오해와는 달리 이 양식은 왕국 외부에서 기원한 것은 아닙니다. 영향을 받았을 수는 있지만, 분명히 왕국의 일부 지역에서 기원한 형태의 방패입니다.
ITEM_20150717_005612	탑승 전투에 특화된 방패이긴 하지만, 하마시 전투에도 충분히 제 몫을 하는 방패입니다. 왕국이 안정기에 접어든 타니엘 시대부터 지금까지 꾸준히 제조되어 왔습니다.
ITEM_20150717_005613	탑승 전투에 사용되는 방패를 무게보다는 방어력에 중점을 두고 제조한 장비입니다. 캘버리 방패와 달리 보병에게는 부담스러울 수도 있습니다. 
ITEM_20150717_005614	타워 실드의 역사는 오히려 소형 방패보다 더 위로 올라갑니다. 건국전쟁기에 자카리엘을 따르던 병사들도 이런 형태의 방패에 익숙한 병사들이었습니다.
ITEM_20150717_005615	유성에 맞을 가능성보다는 높은 확률로 당신을 치유합니다.
ITEM_20150717_005616	왕국군에서는 주로 의전용으로 사용했지만, 많은 전사들이 실전에서의 가치를 인정하는 창입니다.
ITEM_20150717_005617	알슈피스가 왕국의 여러 의전에 사용됨에 따라 변형이 가해졌습니다. 그럼에도 장식을 넘어선 실질적인 성능의 향상도 있었습니다.
ITEM_20150717_005618	잘 다룰 자신이 있다면 적의 무기를 걸거나 얽는 다양한 기술을 사용할 수 있다고 합니다.
ITEM_20150717_005619	전하는 바에 따르면 루클리스 내전 당시, 카듀멜 국왕이 따로 모은 도펠죌트너들이 이 장비를 장착한 루클리스의 부대와 싸웠다고 합니다.  
ITEM_20150717_005620	이 무기의 효용성을 잘 활용하고자 하면 항상 창날을 잘 갈아 세워둘 필요가 있습니다.
ITEM_20150717_005621	이 무기가 마족들에게 추가적인 피해를 주는 것 같다고 느낀다면 그것은 그냥 기분탓입니다.
ITEM_20150717_005622	알슈피스가 민간인들이 원하는 방향으로 변형된 형태의 무기입니다.
ITEM_20150717_005623	 - All Hoplite Skill Levels increased by +2
ITEM_20150717_005624	 - Javelin Skill Damage increased by 100%.
ITEM_20150717_005625	카듀멜 국왕은 무예는 소질이 없었지만, 무기에는 많은 노력을 기울였습니다. 덕분에 현재에도 이처럼 기원이 그와 연관된 무기가 몇몇 있습니다.
ITEM_20150717_005626	징집된 병사들에게 유용한 무기를 주기 위한 고민끝에 창안되었다는 설이 전합니다.
ITEM_20150717_005627	동일한 기원을 지녀도 언제나 그보다 나은 발전을 이룬 무기가 나오기 마련입니다.
ITEM_20150717_005628	 - 대형 대상 공격 시 3연타 발생{nl}  - 모든 캐터프랙트 스킬 레벨 +1 증가
ITEM_20150717_005629	왕국의 역사에서 사냥과 결투, 전쟁 등 많은 분야에서 애용된 역사를 지닌 창입니다.
ITEM_20150717_005630	 - 攻擊時1%機率10秒內對象移動速度減少
ITEM_20150717_005631	연금술로 제조된 무기들은 어딘가 결점이 있는 편입니다. 그러나 이 무기에 관해서만큼은 다릅니다. 대형 몬스터 공격 시 3연타 공격이 발생합니다.
ITEM_20150717_005632	당신이 강한 마력을 필요로 할 때 단단한 의지처가 되줄 장비입니다.
ITEM_20150717_005633	제조과정이 스틸 스태프보다 더 복잡하긴 하지만, 그 만큼 고품질의 장비가 나오는 법입니다.
ITEM_20150717_005634	보기보다 이 지팡이는 많은 미덕을 상징합니다. 정당성, 진리, 공간 등이 그 의미입니다.
ITEM_20150717_005635	스퀘어 스태프의 미덕보다는 능력에 초점을 두고 제조되었습니다.
ITEM_20150717_005636	메이지 스태프의 기원은 역사상 가장 위대한 마법사인 아가일라 플러리보다 더 오랜 시절로 올라가야 합니다.
ITEM_20150717_005637	기존의 메이지 스태프를 이 형태로 다듬은 것은 아가일라 플러리이며 그녀의 업적을 기념하는 의미에서 현재의 이름이 붙여졌습니다.
ITEM_20150717_005638	일설에 의하면 이 종류의 지팡이가 처음 만들어진 기원은 마군주 헬가 세르클과 관련이 있다고 합니다.
ITEM_20150717_005639	가끔 이 지팡이의 어디가 위인지를 혼동하는 사람이 있다고 합니다. 
ITEM_20150717_005640	 - 烈焰術士 所有技能等級+1
ITEM_20150717_005641	 - Ice Blast Skill Level +3.
ITEM_20150717_005642	 - 헬브레스 스킬 사용 시 적에게 20% 확률로 10초동안 화염 효과
ITEM_20150717_005643	블랙 스태프
ITEM_20150717_005644	블랙마켓 관련자들은 이런 종류의 무기를 잘 만든지만, 블랙 스태프에 관해서는 비교적 근래에 제조에 성공했습니다.
ITEM_20150717_005645	가끔은 장인의 고집이 빛을 발하여 좋은 물건을 만들기도 합니다. 그리고 그 물건은 가끔 능력을 보여주기도 하고 말입니다.
ITEM_20150717_005646	상업적으로 꽤 많이 팔린 장비라는 평가를 듣습니다. 위력도 나쁘지 않습니다.
ITEM_20150717_005647	어두운 영혼의 힘을 장비에 담아 쓰려면 때로는 적절한 대가를 내주어야 하는 법입니다.
ITEM_20150717_005648	권총[찌르기]
ITEM_20150717_005649	화기가 왕국에 도입된 이래 그 발전의 방향은 여러가지였습니다. 이 무기의 경우 그것은 소형화와 연발사격의 편리성 그리고 사용자를 위한 미적 기준의 충족이 그 주안점입니다.
ITEM_20150717_005650	어떤 사람들은 휴대는 편리하고 한 발의 위력은 강한 무기를 원하기도 합니다. 그 요구에 부합하는 화기가 바로 이것입니다.
ITEM_20150717_005651	手炮
ITEM_20150717_005652	 - 모든 슈바르츠라이터 스킬 레벨 +1 증가
ITEM_20150717_005653	왕국의 화기 개발 역사에서 기준점을 제시한 무기입니다. 여러 상황에서도 화기가 가지는 장점을 잃지 않도록 설계되었습니다.
ITEM_20150717_005654	Even just a century ago, this was used only in the southern region. It is becoming more common in other areas nowadays. 
ITEM_20150717_005655	이 장비의 형태와 양식은 왕국에서 기원한 것이 아닙니다. 왕국 영역 바깥의 외부의 문화가 유입된 흔적이 역력합니다.
ITEM_20150717_005656	이 명칭은 대삼림지대에서 유래하였습니다. 대삼림지대에 존재하는 귀족들의 피난처에서 처음 고안되었으며 따라서 이름과 달리 비교적 화려한 외양을 지녔습니다.
ITEM_20150717_005657	명칭의 유래는 대삼림지대에서 처음 만들어져 붙었습니다. 귀족들의 피난처에서 고안되었기에 이름에 비해 외양이 화려합니다.
ITEM_20150717_005658	이 양식의 무구는 카듀멜 시대까지 그 기원이 올라갑니다. 당시에는 왕국군의 공식 무장이었으나 카듀멜 시대 이후로는 점차 사용자가 줄어듭니다. 그렇지만 지금도 애용하는 사람은 적지 않습니다.
ITEM_20150717_005659	이름을 보고 생각했던 기대를 낮춘다면 탁월성을 느낄 수도 있습니다. 
ITEM_20150717_005660	상인들의 말만큼 우월한 장비는 아닐지라도 그렇게 나쁜 장비도 아닙니다.
ITEM_20150717_005661	신수의 날 이후 부베족이 활개를 치자 그에 대비한 장비가 발달하기 시작했습니다. 앞으로도 부베들이 더 행패를 부린다면, 이 장비의 이름은 같아도 차후의 성능은 더 좋아질지 모릅니다.
ITEM_20150717_005662	몬스터 족속들의 이름을 딴 다른 장비들과 달리, 이 장비는 겔리 고원 지역에서는 오래전부터 만들어져왔습니다. 
ITEM_20150717_005663	역사상 잠시 마법사들과 성직자들이 불화했던 시기의 산물입니다. 메이번의 중재로 그러한 분란이 이후 역사에서 자취를 감췄지만, 그럼에도 그 제조법은 현재에서 다른 방식으로 유용하게 쓰입니다.
ITEM_20150717_005664	카듀멜 시대에 만들어진 원형에 비해 많이 달라진 장비입니다. 전반적으로 향상된 품질을 지녔습니다.
ITEM_20150717_005665	귀족들의 여흥을 위해 고안되었던 판금갑옷의 일종이 필요에 의해 실용적으로 변화된 것이 그 기원입니다. 신수의 날 이후 개량과 발전이 이루어지고 있습니다.
ITEM_20150717_005666	안정된 왕정 아래 대규모 전쟁의 역사가 적었던 왕국에서도 여러 이유로 판금갑옷은 발전했습니다. 주로 무예단련을 놓치 않았던 귀족들의 요구가 반영되는 일이 많았고, 그것이 발전하여 현재의 형태를 낳았습니다.
ITEM_20150717_005667	전쟁과 귀족들의 취향만이 무구의 역사를 발전시킨 것은 아닙니다. 페디미안의 장인들은 오랜 세월에 걸쳐 특유의 실험정신으로 여러 장비와 공예품을 만들어왔습니다. 또한 이것은 인간의 문명을 발전시키시려는 여신들의 후원이 작용한 결과이기도 합니다.
ITEM_20150717_005668	일설에 따르면 아가일라 플러리의 제자였던 제인이 이 장비를 고안했다고 합니다. 마법을 익히지 못하는 자신의 한계를 이런 식으로 해소했다는 것인데 명확한 기록은 없습니다.
ITEM_20150717_005669	신수의 날 이후 모험과 사냥에서만 쓰이던 장비들이 각광을 받고 있습니다. 세상에 흉폭한 몬스터가 늘어나자 특이한 일이었던 모험적 사냥이 일상이 되어가고 있다고 볼 수 있습니다.   
ITEM_20150717_005670	궁정 수비병 등의 의장용으로도 쓰일 정도로 외양이 우수하며 방어력도 이름에 뒤쳐지지 않습니다.
ITEM_20150717_005671	예전부터 많은 마법사들이 돈을 모으면 이 장비를 만들거나 사서 착용했습니다. 장비의 성능외에 미적인 기호도 상당히 만족시키기 때문입니다.
ITEM_20150717_005672	겉보기보다는 은밀성이 높은 장비입니다. 야간에 빛반사도 적은 편이라 척후병들이 자주 사용해온 장비입니다.
ITEM_20150717_005673	왕국 초기부터 정규보병의 기본 무장으로 채택된 양식이 지금에 이르기까지 유지되고 이어져왔습니다. 한때는 3중 성벽에 왕국 병사들이 이것을 입고 늘어선 모습이 화제가 되던 시절도 있었습니다.
ITEM_20150717_005674	실제로 대마법사들의 장비라기 보다는 한단계 성숙한 마법사들이 다음 단계로 진일보하기 위한 열망을 담은 장비라고 할 수 있습니다.
ITEM_20150717_005675	기존의 스커미셔 장비가 신수의 날 이후  몬스터가 창궐함에 따라 향상된 성능으로 제작되고 있습니다.
ITEM_20150717_005676	수도 내궁의 보병들의 공식 무구로 채택되기도 했던 장비입니다. 그 후 세월이 지나면서 왕실이 이를 채택하지 않았던 시기에도 곳곳에서 꾸준히 애용되었습니다.
ITEM_20150717_005677	전승에 따르면 이 장비 제조법은 그 연원이 여신들의 도서관에서 유출된 것이라는 말이 있습니다. 
ITEM_20150717_005678	왕국의 변방지역에서 주로 착용하던 양식의 장비입니다. 오르샤 이남의 지역에서 사용되기 시작한 것은 백 년 안쪽이라 여겨집니다.
ITEM_20150717_005679	예전에는 기사의 작위를 처음 얻는 모든 사람에게 이 장비 일습을 기념으로 지급하였습니다. 
ITEM_20150717_005680	왕국 외부의 부족사회 등에서 유입된 양식이 도입된 후 세월이 흐르면서 발전된 양식을 보여주는 장비입니다.
ITEM_20150717_005681	Its name is said to be taken from a famous monster in the past can't be confirmed unless using the Goddess Library. 
ITEM_20150717_005682	겔리 고원 지역에서 고안된 장비입니다. 역사가 오래되어 초대 팔라딘 마스터시대에 만들어졌다고 하지만 실은 후대의 어느 시점에서 처음 제작된 것이 틀림없습니다.
ITEM_20150717_005683	Heavier and weaker than expected but its enchantment with power of mummies that are different from the undead helps the wearer.
ITEM_20150717_005684	Beyo 靴子
ITEM_20150717_005685	이 신발의 이름이 뜻하는 것처럼 바람을 탄 듯이 빠른 걸음을 가능하게 합니다.
ITEM_20150717_005686	처음 이 신발을 선물 받은 사람이 아가일라 플러리의 불운한 제자였던 제인이라는 설이 내려옵니다. 덕분인지 제인이 마족에게 잡혀 죽은 것은 아니라고 합니다.
ITEM_20150717_005687	역사상 가장 유명한 재상인 에미넌트가 고안한 장비라는 설이 전해집니다. 또한 이유는 알 수 없지만 리디아 샤펜과 그녀의 뒤를 이은 별의 탑의 후인들은 이 장비를 절대로 사용하지 않습니다.
ITEM_20150717_005688	몬스터로부터 착상된 장비의 장점은 해당 몬스터의 능력을 빌릴 수 있다는 점입니다.
ITEM_20150717_005689	네펜더스는 사실 활발한 몬스터가 아닙니다. 그렇다면 이 장비의 특성은 그 기원에 대한 반작용일지 모릅니다.
ITEM_20150717_005690	쉬나임은 본래는 자카리엘 대왕의 원대한 계획과 안배가 깃든 창조물입니다. 이제 이렇게라도 사람들에게 도움이 된다면 좋은 일입니다.
ITEM_20150717_005691	Rumor has it that Mayvern made this for any of his disciple. But in reality none of his disciples was relate to it. 
ITEM_20150717_005692	There have been endless tries to enhance weapons with the Goddess' divinity. That's how much will of people this item contains. 
ITEM_20150717_005693	There have been endless tries to enhance weapons with the Goddess' divinity. It was not very successful but it wasn't a failure either. 
ITEM_20150717_005694	There have been endless tries to enhance weapons with the Goddess' divinity. The most preferred Goddess is Goddess Zemyna and so is this item. 
ITEM_20150717_005695	There have been endless tries to enhance weapons with the Goddess' divinity. The grace of Goddess is bet
ITEM_20150717_005696	Goddess' power on item differs on the type of material even if the item use the same names. It refects the ability and personality of the crafter. 
ITEM_20150717_005697	여러 여신들의 신성력을 장비에 담았다고 반드시 대단한 효과를 지니지는 않습니다. 트레시란 이름이 붙은 장비들은 세 명의 여신들의 가호를 바라며 제작되었지만, 이름에 비해서는 부족하다는 느낌을 줍니다.
ITEM_20150717_005698	세 여신들의 권능을 한 장비에 담을 방법을 연구하는 가운데 나온 제조법의 하나입니다. 이 방식은 아직 미완의 제조법인데 최근 여신들께서 사라지신 탓에 더욱 그 끝을 보기 어려워졌습니다.
ITEM_20150717_005699	이 장비의 최초 고안자들은 심지어 어떤 세 여신의 가호를 받으려 했는지조차 비밀로 하고 있습니다. 그러한 비밀준수에 비하면 나온 결과물은 조금 미약하긴 합니다.
ITEM_20150717_005700	제 6대 국왕 멜키엘의 등극에서 붕어에 이르는 치세를 기념하기 위하여 여러 무구들이 제조되었습니다. 
ITEM_20150717_005701	제 6대 국왕 멜키엘의 등극에서 붕어에 이르는 치세를 기념하기 위하여 여러 무구들이 제조되었습니다. 당시에는 개성넘치는 변화가 반영되었지만, 세월이 지나면서 당시의 양식은 옅어진 채 이름만 유지됩니다.
ITEM_20150717_005702	제 6대 국왕 멜키엘은 초대 국왕 자카리엘 당시에 확립된 왕국의 영역을 처음으로 확장한 국왕입니다. 그는 화전 양면의 정책으로 주변의 부족 사회들을 상당수 왕국의 영역에 포함시키는데 성공합니다. 이 같은 업적을 기려 그의 치세를 기념하는 장비들이 만들어졌습니다.
ITEM_20150717_005703	여신을 전적으로 따르고 의지하는 사회에서도 괴짜들은 나오기 마련입니다. 다행히 자비하신 여신들은 물론이거니와 고위 사제들도 이 장비의 명칭을 그저 익살로 여깁니다. 
ITEM_20150717_005704	명칭을 괴이하게 지은 것치고는 성능이 괜찮은 편입니다. 여신들께서 내리시는 은혜는 치우침이 없다는 증거라고 농반진반으로 말하는 사제도 있습니다.
ITEM_20150717_005705	특이한 이름에도 불구하고 사용자가 적지 않은 것은 외양과 성능이 쓸만하기 때문입니다. 여신들과 그 수종인 사제들은 인간의 감정적인 언어에 일희일비 하지 않습니다.
ITEM_20150717_005706	아스턴은 약 600년 전에 10여년 정도 유행한 사조에서 유래한 이름입니다. 아스턴 사조는 중앙의 왕실에 대해 지방 귀족들의 자율권을 확립하려던 당시의 사상적 흐름을 일컫습니다. 
ITEM_20150717_005707	루클리스 내전이 종결된 후 카듀멜 국왕의 폭정에 지친 지방의 귀족들은 반란으로 몰리지 않는 범위에서 각 지역의 자율권을 위해 노력하는 경향을 보입니다. 이러한 경향의 결과로 몇몇 지역에서 특산물과 특산품이 늘어나면서 이 시대에 선보인 물품과 제조법에 아스턴 사조의 영향을 받았다는 뜻이 담기게 됩니다. 
ITEM_20150717_005708	카듀멜 국왕이 죽으면서 뒤를 이은 후대 국왕들에 의해 왕실이 안정을 찾으면서 아스턴 사조는 쇠퇴했지만 당시의 명칭이 붙은 몇몇 물품과 제조법들은 아직도 그 이름과 함께 전해집니다.
ITEM_20150717_005709	주로 귀족가문들의 비전 제조법으로 만들어진 장비를 말합니다. 사실에 있어서는 가문에 따라 많은 차이점이 있지만, 귀족들의 요구에 맞춰 제조되었다는 공통점을 지닌 장비들에는 이런 명칭이 주로 쓰입니다.
ITEM_20150717_005710	귀족들의 생활양식에 맞춰 발전된 장비의 특성을 지닙니다. 그런 면에서 다른 전투 장비들과 가장 차이를 보이는 부분은 일반적인 전투가 아닌 사냥같은 오락성 짙은 전투에도 적합하게 만들어졌다는 점입니다.
ITEM_20150717_005711	데비류의 장비를 설명함에 있어 한 가지 오해하기 쉬운 것은 귀족들의 요구에 맞춰 발전한 장비라고 귀족만이 착용한 것은 아니라는 점입니다. 대다수의 귀족들은 그들과 함께 참여하는 사람들이 이 장비들을 이용하는 일에 관대했습니다. 대규모 전투부터 오락을 위한 사냥까지 모두 말입니다.
ITEM_20150717_005712	프리마에 속하는 장비들은 왕국 기원 이전의 양식을 따르고 있다는 가설이 있습니다. 이 경우 문제가 되는 것은 천년도 넘는 이전의 제조법치고는 지금도 쓸만할 정도로 발전된 형식이라는 점입니다. 따라서 과거에 인간이 여신의 기술 일부를 흉내냈던 시기가 있지 않았나라는 추측도 존재합니다.
ITEM_20150717_005713	선입견과 달리 이들은 고대 묘역에서 발견된 양식을 재현한 것이 아닙니다. 오히려 도굴자들이 발전시킨 장비라는 설이 더 유력합니다.
ITEM_20150717_005714	가장 보편적인 양식의 신발입니다. 전투와 전혀 관련이 없는 민간인들도 착용하는 사람들이 제법 됩니다.
ITEM_20150717_005715	광부들의 오랜 지혜와 경험이 반영된 제조법으로 만들어진 장비입니다. 
ITEM_20150717_005716	역사에는 루시드 윈터스푼의 스승으로 간략하게 나오는 인물이며 스승을 일찍 뛰어넘은 제자 때문에 널리 알려지지 못했지만, 그녀가 고안한 장비는 아직도 그녀의 이름을 전하고 있습니다. 
ITEM_20150717_005717	겔리 지방에서 옛 서약을 지키오던 사람들은 다가올 침입에 대한 준비도 게을리 하지 않았습니다. 이 장비가 그 명백한 증거입니다.
ITEM_20150717_005718	루클리스가 제미나 여신의 은총을 얻어 제작했다는 전설이 있지만, 어떤 사람들은 제미나 여신이 루클리스에게 어떤 은총도 주시지 않았다는 주장을 굽히지 않습니다.
ITEM_20150717_005719	제미나 여신께서 정말 루클리스를 통해 이 장비에 은총을 주셨는가를 여신의 사제들에게 질문한 사람들이 있었습니다. 그 결과 그들은 여신의 은총은 만인에게 공평하다는 사실을 다시 확인했을 뿐입니다. 
ITEM_20150717_005720	한 때 상인들은 이 무구가 루클리스가 최후의 순간에 입었던 것과 같은 형태의 제품이라고 주장하며 팔기도 했습니다. 물론 카듀멜 국왕 사후의 이야기입니다.
ITEM_20150717_005721	스콰이어 마스터 유스니타 르귄은 수리뿐 아니라 제조에도 탁월한 능력을 보입니다. 그녀가 고안한 장비들이 유명해지자 그녀는 자신의 출신 가문의 이름을 붙임으로써 몰락한 가문을 기리고 있습니다.
ITEM_20150717_005722	이 장비는 스콰이머 마스터 유스티나 르귄이 깊은 정성을 들여 고안하고 유포시킨 제조법을 따라 만들어졌습니다. 몇몇 제품에는 그녀가 손수 서명을 남기기도 했습니다. 운이 좋다면 어떤 장비에서 먼저 간 부친과 오빠를 추모하는 내용을 볼 수도 있습니다. 
ITEM_20150717_005723	왕국의 건국자인 자카리엘 대왕에게는 많은 일화가 따릅니다. 그 중 어떤 것은 심지어 사후에 발생된 것도 있습니다. 그 중 어떤 것은 과장이지만, 이 장비가 대왕의 사후에 그 지역에서 처음으로 제작된 양식인 것은 틀림없습니다.
ITEM_20150717_005724	록소나 부근에서 벌어졌던 루클리스의 내전이 끝나고 도시가 석화로 인해 망했어도 당시에 창안된 제조법들은 빛을 잃지 않았습니다. 이러한 제조방식은 카듀멜 시대는 물론이거니와 그후의 오랜 세월을 이겨내고 전해집니다.
ITEM_20150717_005725	혹자는 이 장비들이 연원이 직접적으로 루클리스에게 닿는다고 말하지만, 사실이 아닙니다. 그러나 석화 이전의 록소나의 어떤 장인이 그 최초 창안자인 것은 분명합니다.
